,X,property_type,claim_id,claim_amount,property_value,pml,deductible,claim_status,payment,incident_date,payment_date,incident_type,prem,cluster,XL_lower_lim,XL_upper_lim,XL_lower_lim_%_PML,net_prem,% of risk not removed,layer_prem
17407,17407,department store,e8eceef9,246100,"218,000","44,000","5,000",open,20000,30/01/2021,30/04/2021,theft,3177,,,,,,,
17408,17408,department store,96a931c7,384400,"458,000","92,000","5,000",settled,379400,02/11/2022,31/01/2023,fire,7038,,,,,,,
17409,17409,department store,07b797b4,201700,"569,000","114,000","5,000",settled,196700,26/04/2019,25/07/2019,water damage,8712,,,,,,,
17410,17410,department store,f6f0f406,291400,"492,000","98,000","5,000",settled,286400,22/05/2021,20/08/2021,water damage,7255,,,,,,,
17411,17411,department store,a2299f70,406600,"376,000","75,000","2,000",settled,404600,10/01/2023,10/04/2023,fire,5758,,,,,,,
17412,17412,department store,d8860f21,283300,"457,000","91,000","5,000",settled,278300,03/07/2021,01/10/2021,water damage,6893,,,,,,,
17413,17413,department store,2099b8c2,545700,"418,000","84,000","2,000",settled,543700,13/12/2022,13/03/2023,fire,6426,,,,,,,
17414,17414,department store,50793a0f,425500,"362,000","72,000","2,000",denied,0,21/03/2023,NA,fire,5384,,,,,,,
17415,17415,department store,3b38c9c6,327000,"544,000","109,000","5,000",under investigation,0,15/11/2022,NA,water damage,8223,,,,,,,
17416,17416,department store,0376a11e,608700,"293,000","59,000","5,000",open,20000,24/01/2022,24/04/2022,theft,4503,,,,,,,
17417,17417,department store,909d4ae6,587600,"235,000","47,000","2,000",open,20000,27/07/2023,25/10/2023,theft,3627,,,,,,,
17418,17418,department store,a3346f98,188100,"476,000","95,000","5,000",settled,183100,16/12/2020,16/03/2021,water damage,7011,,,,,,,
17419,17419,department store,ae16d690,406500,"341,000","68,000","2,000",settled,404500,27/12/2019,26/03/2020,fire,5224,,,,,,,
17420,17420,department store,2ba69d41,517000,"508,000","102,000","5,000",settled,512000,13/09/2020,12/12/2020,water damage,7591,,,,,,,
17421,17421,department store,b82d55c3,516600,"481,000","96,000","5,000",settled,511600,19/10/2023,17/01/2024,nat cat,7353,,,,,,,
17422,17422,department store,1b81193f,236100,"279,000","56,000","5,000",settled,231100,06/03/2020,04/06/2020,fire,4240,,,,,,,
17423,17423,department store,41331903,726500,"410,000","82,000","5,000",settled,721500,09/05/2019,07/08/2019,water damage,6257,,,,,,,
17424,17424,department store,82d27680,389200,"295,000","59,000","2,000",settled,387200,30/04/2021,29/07/2021,nat cat,4364,,,,,,,
17425,17425,department store,e53c2000,331600,"554,000","111,000","2,000",settled,329600,01/10/2019,30/12/2019,fire,8469,,,,,,,
17426,17426,department store,e4eb06a6,597600,"351,000","70,000","5,000",settled,592600,20/11/2020,18/02/2021,water damage,5279,,,,,,,
17427,17427,department store,b54cdcfd,396100,"181,000","36,000","5,000",settled,391100,07/10/2019,05/01/2020,fire,2767,,,,,,,
17428,17428,department store,de70458b,290000,"312,000","62,000","2,000",settled,288000,26/12/2019,25/03/2020,fire,4505,,,,,,,
17429,17429,department store,1bc29665,314200,"212,000","42,000","5,000",under investigation,0,14/05/2023,NA,nat cat,3084,,,,,,,
17430,17430,department store,e4dd8b7a,301000,"462,000","92,000","5,000",settled,296000,15/05/2023,13/08/2023,nat cat,6952,,,,,,,
17431,17431,department store,e1a514be,990900,"403,000","81,000","2,000",settled,988900,03/08/2021,01/11/2021,fire,6086,,,,,,,
17432,17432,department store,6601cd8e,564000,"383,000","77,000","5,000",settled,559000,17/10/2023,15/01/2024,nat cat,5672,,,,,,,
17433,17433,department store,ae15b609,452900,"610,000","122,000","2,000",under investigation,0,11/12/2021,NA,fire,9067,,,,,,,
17434,17434,department store,178d5d0c,648100,"452,000","90,000","5,000",settled,643100,05/03/2023,03/06/2023,nat cat,6621,,,,,,,
17435,17435,department store,e053e955,368400,"410,000","82,000","5,000",open,20000,21/07/2019,19/10/2019,theft,6063,,,,,,,
17436,17436,department store,34501de4,495900,"461,000","92,000","2,000",settled,493900,29/11/2021,27/02/2022,fire,6853,,,,,,,
17437,17437,department store,c0bd458e,549200,"105,000","21,000","2,000",settled,547200,23/09/2021,22/12/2021,fire,1738,,,,,,,
17438,17438,department store,439da54c,871400,"494,000","99,000","2,000",open,20000,23/09/2020,22/12/2020,theft,7457,,,,,,,
17439,17439,department store,c73a561b,668600,"488,000","98,000","2,000",settled,666600,22/08/2021,20/11/2021,fire,7337,,,,,,,
17440,17440,department store,a3255aa1,391000,"445,000","89,000","5,000",under investigation,0,16/12/2021,NA,water damage,6661,,,,,,,
17441,17441,department store,1f73dba5,509600,"568,000","114,000","5,000",settled,504600,03/04/2023,02/07/2023,fire,8714,,,,,,,
17442,17442,department store,d387dc99,370500,"333,000","67,000","2,000",open,20000,01/04/2023,30/06/2023,theft,4967,,,,,,,
17443,17443,department store,33b6832a,267700,"419,000","84,000","2,000",under investigation,0,08/05/2020,NA,nat cat,6352,,,,,,,
17444,17444,department store,8877cbb0,545700,"545,000","109,000","2,000",settled,543700,26/03/2019,24/06/2019,fire,8073,,,,,,,
17445,17445,department store,c0da8d77,277400,"275,000","55,000","5,000",settled,272400,05/02/2019,06/05/2019,water damage,3993,,,,,,,
17446,17446,department store,7a1b86ca,305100,"411,000","82,000","5,000",settled,300100,05/05/2021,03/08/2021,water damage,6274,,,,,,,
17447,17447,department store,d74a5319,656100,"289,000","58,000","2,000",settled,654100,05/05/2021,03/08/2021,fire,4231,,,,,,,
17448,17448,department store,de8f7a88,729000,"443,000","89,000","5,000",settled,724000,06/05/2023,04/08/2023,fire,6661,,,,,,,
17449,17449,department store,49cdb983,269200,"391,000","78,000","5,000",settled,264200,08/10/2021,06/01/2022,water damage,5936,,,,,,,
17450,17450,department store,6317d0a7,487300,"528,000","106,000","5,000",settled,482300,09/06/2020,07/09/2020,water damage,8015,,,,,,,
17451,17451,department store,fac9459f,542900,"460,000","92,000","2,000",settled,540900,15/08/2023,13/11/2023,fire,7037,,,,,,,
17452,17452,department store,da042b10,539700,"589,000","118,000","5,000",under investigation,0,04/11/2019,NA,fire,8810,,,,,,,
17453,17453,department store,b65011aa,306300,"436,000","87,000","5,000",settled,301300,16/10/2022,14/01/2023,fire,6461,,,,,,,
17454,17454,department store,5da84b7b,1081200,"534,000","107,000","5,000",settled,1076200,16/08/2020,14/11/2020,fire,7862,,,,,,,
17455,17455,department store,afe6446b,289700,"208,000","42,000","2,000",under investigation,0,10/06/2023,NA,fire,2969,,,,,,,
17456,17456,department store,43b15c30,604900,"437,000","87,000","2,000",settled,602900,06/04/2023,05/07/2023,nat cat,6520,,,,,,,
17457,17457,department store,4185b39b,254800,"355,000","71,000","2,000",settled,252800,05/04/2023,04/07/2023,water damage,5231,,,,,,,
17458,17458,department store,89087743,1162300,"507,000","101,000","5,000",under investigation,0,30/09/2023,NA,water damage,7586,,,,,,,
17459,17459,department store,5acfa830,1010300,"509,000","102,000","2,000",settled,1008300,23/09/2022,22/12/2022,nat cat,7614,,,,,,,
17460,17460,department store,a513f8df,727800,"155,000","31,000","2,000",settled,725800,19/02/2022,20/05/2022,water damage,2220,,,,,,,
17461,17461,department store,db2a17eb,566800,"479,000","96,000","2,000",under investigation,0,12/04/2019,NA,fire,7037,,,,,,,
17462,17462,department store,e8a8d065,806900,"505,000","101,000","5,000",settled,801900,26/11/2021,24/02/2022,fire,7425,,,,,,,
17463,17463,department store,a36d62f1,1091800,"51,000","10,000","2,000",under investigation,0,28/07/2019,NA,nat cat,757,,,,,,,
17464,17464,department store,21149be6,666000,"558,000","112,000","5,000",settled,661000,08/06/2020,06/09/2020,nat cat,8208,,,,,,,
17465,17465,department store,96e4726e,487500,"287,000","57,000","2,000",under investigation,0,20/03/2021,NA,fire,4200,,,,,,,
17466,17466,department store,97a86941,491000,"606,000","121,000","2,000",settled,489000,14/11/2022,12/02/2023,fire,8907,,,,,,,
17467,17467,department store,905e285a,458200,"530,000","106,000","2,000",settled,456200,22/04/2022,21/07/2022,nat cat,8027,,,,,,,
17468,17468,department store,3222903c,378700,"468,000","94,000","5,000",under investigation,0,03/05/2022,NA,fire,7192,,,,,,,
17469,17469,department store,218d182d,606900,"190,000","38,000","5,000",settled,601900,05/10/2019,03/01/2020,fire,2689,,,,,,,
17470,17470,department store,2b08f83d,293600,"371,000","74,000","5,000",denied,0,11/07/2023,NA,fire,5602,,,,,,,
17471,17471,department store,81b99cd2,342300,"563,000","113,000","2,000",settled,340300,01/09/2021,30/11/2021,fire,8582,,,,,,,
17472,17472,department store,93e282bf,369100,"184,000","37,000","2,000",settled,367100,04/08/2019,02/11/2019,water damage,2571,,,,,,,
17473,17473,department store,9f79e629,639000,"314,000","63,000","2,000",under investigation,0,09/11/2021,NA,fire,4592,,,,,,,
17474,17474,department store,3f2a0ce1,272400,"267,000","53,000","5,000",under investigation,0,31/05/2022,NA,fire,3955,,,,,,,
17475,17475,department store,cbb10d05,739900,"452,000","90,000","5,000",denied,0,14/08/2023,NA,fire,6701,,,,,,,
17476,17476,department store,f7b52173,304000,"553,000","111,000","2,000",settled,302000,18/05/2023,16/08/2023,water damage,8328,,,,,,,
17477,17477,department store,bbdf5d05,315000,"312,000","62,000","2,000",under investigation,0,05/01/2019,NA,fire,4566,,,,,,,
17478,17478,department store,06f8bab8,420100,"572,000","114,000","2,000",settled,418100,17/08/2022,15/11/2022,fire,8658,,,,,,,
17479,17479,department store,4beacba5,742100,"520,000","104,000","5,000",settled,737100,08/05/2021,06/08/2021,water damage,7747,,,,,,,
17480,17480,department store,d49af18f,456100,"570,000","114,000","5,000",settled,451100,09/12/2023,08/03/2024,water damage,8458,,,,,,,
17481,17481,department store,33a9abcf,566900,"555,000","111,000","2,000",open,20000,20/01/2019,20/04/2019,theft,8514,,,,,,,
17482,17482,department store,bb19a02a,217400,"521,000","104,000","5,000",settled,212400,23/09/2023,22/12/2023,nat cat,7680,,,,,,,
17483,17483,department store,522560b2,267300,"370,000","74,000","5,000",settled,262300,06/09/2022,05/12/2022,fire,5514,,,,,,,
17484,17484,department store,86afa9fc,489000,"713,000","143,000","2,000",settled,487000,19/06/2019,17/09/2019,fire,10851,,,,,,,
17485,17485,department store,32b2ba1c,573100,"339,000","68,000","5,000",settled,568100,10/02/2023,11/05/2023,water damage,5191,,,,,,,
17486,17486,department store,cafcb016,334900,"267,000","53,000","5,000",settled,329900,18/11/2023,16/02/2024,fire,4153,,,,,,,
17487,17487,department store,15a08b0e,537300,"390,000","78,000","5,000",settled,532300,28/04/2022,27/07/2022,water damage,5770,,,,,,,
17488,17488,department store,79cc19da,495600,"514,000","103,000","5,000",under investigation,0,21/08/2023,NA,fire,7525,,,,,,,
17489,17489,department store,4bb562ad,398500,"487,000","97,000","2,000",settled,396500,01/08/2022,30/10/2022,nat cat,7398,,,,,,,
17490,17490,department store,677928c7,408200,"264,000","53,000","5,000",settled,403200,05/07/2023,03/10/2023,fire,3916,,,,,,,
17491,17491,department store,4dfb68ca,344800,"346,000","69,000","5,000",settled,339800,12/07/2023,10/10/2023,fire,5049,,,,,,,
17492,17492,department store,3c4d6f51,627800,"275,000","55,000","2,000",settled,625800,18/02/2020,18/05/2020,water damage,4055,,,,,,,
17493,17493,department store,ac688837,945200,"426,000","85,000","5,000",settled,940200,04/01/2019,04/04/2019,water damage,6309,,,,,,,
17494,17494,department store,f06449dd,299800,"368,000","74,000","5,000",open,20000,19/12/2021,19/03/2022,theft,5597,,,,,,,
17495,17495,department store,884a8467,383300,"264,000","53,000","5,000",settled,378300,11/07/2023,09/10/2023,water damage,3942,,,,,,,
17496,17496,department store,63669389,359400,"116,000","23,000","2,000",settled,357400,21/06/2023,19/09/2023,water damage,1793,,,,,,,
17497,17497,department store,68fd9a09,1121600,"372,000","74,000","2,000",settled,1119600,17/04/2021,16/07/2021,nat cat,5616,,,,,,,
17498,17498,department store,1d09a4d5,647700,"29,000","6,000","2,000",settled,645700,19/07/2021,17/10/2021,water damage,612,,,,,,,
17499,17499,department store,687ee1fd,597300,"380,000","76,000","5,000",settled,592300,25/07/2019,23/10/2019,nat cat,5829,,,,,,,
17500,17500,department store,df0df245,198300,"771,000","154,000","5,000",settled,193300,15/10/2022,13/01/2023,nat cat,11604,,,,,,,
17501,17501,department store,0c13a25b,159600,"344,000","69,000","5,000",settled,154600,07/04/2019,06/07/2019,nat cat,5344,,,,,,,
17502,17502,department store,a9ca31df,317700,"622,000","124,000","2,000",open,20000,06/06/2023,04/09/2023,theft,9157,,,,,,,
17503,17503,department store,f82f4fad,477300,"511,000","102,000","2,000",settled,475300,24/03/2023,22/06/2023,fire,7522,,,,,,,
17504,17504,department store,4462d984,274100,"293,000","59,000","2,000",settled,272100,16/08/2019,14/11/2019,fire,4577,,,,,,,
17505,17505,department store,757f3ba9,375700,"474,000","95,000","5,000",under investigation,0,23/03/2020,NA,water damage,7059,,,,,,,
17506,17506,department store,24e18d53,819700,"544,000","109,000","2,000",settled,817700,04/03/2021,02/06/2021,fire,8242,,,,,,,
17507,17507,department store,c12201f8,212500,"188,000","38,000","2,000",open,20000,10/01/2022,10/04/2022,theft,2753,,,,,,,
17508,17508,department store,6bd117a6,334300,"384,000","77,000","2,000",settled,332300,20/02/2020,20/05/2020,fire,5583,,,,,,,
17509,17509,department store,c0436b64,225300,"421,000","84,000","2,000",under investigation,0,10/03/2023,NA,water damage,6127,,,,,,,
17510,17510,department store,ae3d74ac,300600,"373,000","75,000","5,000",open,20000,10/04/2022,09/07/2022,theft,5779,,,,,,,
17511,17511,department store,adb25e82,598800,"414,000","83,000","2,000",settled,596800,21/02/2019,22/05/2019,fire,6025,,,,,,,
17512,17512,department store,b7f29d87,683400,"518,000","104,000","5,000",settled,678400,07/11/2022,05/02/2023,water damage,7936,,,,,,,
17513,17513,department store,e64e21b6,294900,"501,000",1e+05,"2,000",settled,292900,19/01/2019,19/04/2019,nat cat,7598,,,,,,,
17514,17514,department store,0713b4f5,519700,"570,000","114,000","5,000",settled,514700,22/03/2023,20/06/2023,fire,8704,,,,,,,
17515,17515,department store,b1ad9754,386500,"567,000","113,000","2,000",settled,384500,21/05/2019,19/08/2019,nat cat,8363,,,,,,,
17516,17516,department store,7169aff5,312500,"378,000","76,000","5,000",open,20000,29/12/2020,29/03/2021,theft,5838,,,,,,,
17517,17517,department store,04cbdddc,340900,"572,000","114,000","2,000",under investigation,0,22/04/2019,NA,water damage,8486,,,,,,,
17518,17518,department store,36a0a1e8,178300,3e+05,"60,000","2,000",settled,176300,04/07/2021,02/10/2021,nat cat,4327,,,,,,,
17519,17519,department store,041d7e8c,401600,"394,000","79,000","5,000",settled,396600,24/08/2019,22/11/2019,nat cat,6087,,,,,,,
17520,17520,department store,97ea054b,314500,"423,000","85,000","5,000",denied,0,04/06/2022,NA,fire,6272,,,,,,,
17521,17521,department store,13c69b05,677400,"776,000","155,000","2,000",settled,675400,22/12/2023,21/03/2024,fire,11589,,,,,,,
17522,17522,department store,5da5d72c,369800,"608,000","122,000","2,000",open,20000,10/03/2023,08/06/2023,theft,9176,,,,,,,
17523,17523,department store,951fb99a,373400,"172,000","34,000","2,000",open,20000,03/07/2022,01/10/2022,theft,2749,,,,,,,
17524,17524,department store,1c7a1a8c,1133800,3e+05,"60,000","5,000",settled,1128800,10/04/2020,09/07/2020,water damage,4596,,,,,,,
17525,17525,department store,d9c12661,266200,"344,000","69,000","2,000",open,20000,20/12/2021,20/03/2022,theft,5201,,,,,,,
17526,17526,department store,417e8d7a,197700,"432,000","86,000","2,000",settled,195700,06/01/2020,05/04/2020,water damage,6340,,,,,,,
17527,17527,department store,0eedeb4e,419900,"390,000","78,000","5,000",denied,0,06/04/2022,NA,fire,5971,,,,,,,
17528,17528,department store,846c044a,750300,"655,000","131,000","5,000",settled,745300,28/07/2021,26/10/2021,water damage,9962,,,,,,,
17529,17529,department store,c68e320a,283700,"227,000","45,000","2,000",settled,281700,10/05/2019,08/08/2019,fire,3573,,,,,,,
17530,17530,department store,ef57c5a7,287000,"486,000","97,000","5,000",settled,282000,03/02/2022,04/05/2022,fire,7237,,,,,,,
17531,17531,department store,d52b0af1,129200,"453,000","91,000","5,000",settled,124200,12/03/2019,10/06/2019,fire,6910,,,,,,,
17532,17532,department store,89ec9286,484200,"422,000","84,000","2,000",under investigation,0,05/06/2022,NA,fire,6255,,,,,,,
17533,17533,department store,a58d8ed8,449000,"374,000","75,000","5,000",settled,444000,11/07/2021,09/10/2021,nat cat,5454,,,,,,,
17534,17534,department store,f1faad48,405700,"477,000","95,000","2,000",under investigation,0,29/05/2019,NA,fire,6981,,,,,,,
17535,17535,department store,e158219b,326200,"517,000","103,000","2,000",open,20000,24/12/2022,24/03/2023,theft,7612,,,,,,,
17536,17536,department store,f2bd97d2,324700,"505,000","101,000","2,000",settled,322700,30/06/2019,28/09/2019,water damage,7505,,,,,,,
17537,17537,department store,1152a008,438100,"461,000","92,000","2,000",settled,436100,11/11/2020,09/02/2021,water damage,7090,,,,,,,
17538,17538,department store,17410a5a,462700,"278,000","56,000","2,000",denied,0,18/06/2023,NA,fire,4023,,,,,,,
17539,17539,department store,0542d7d6,346100,"281,000","56,000","2,000",denied,0,09/03/2019,NA,fire,4257,,,,,,,
17540,17540,department store,b0001aa1,340700,"574,000","115,000","5,000",settled,335700,22/03/2020,20/06/2020,water damage,8484,,,,,,,
17541,17541,department store,cbf7fb99,223000,"554,000","111,000","2,000",settled,221000,18/11/2019,16/02/2020,fire,8376,,,,,,,
17542,17542,department store,a2333175,596800,"477,000","95,000","5,000",open,20000,20/07/2019,18/10/2019,theft,7095,,,,,,,
17543,17543,department store,15349773,659800,"316,000","63,000","2,000",settled,657800,06/05/2023,04/08/2023,fire,4907,,,,,,,
17544,17544,department store,3f2c0ee6,798800,"336,000","67,000","5,000",under investigation,0,13/04/2022,NA,water damage,4945,,,,,,,
17545,17545,department store,841fe508,514400,"344,000","69,000","2,000",under investigation,0,10/02/2021,NA,fire,5029,,,,,,,
17546,17546,department store,5719f3c6,650200,"154,000","31,000","5,000",open,20000,09/03/2023,07/06/2023,theft,2477,,,,,,,
17547,17547,department store,d5fef551,677000,"466,000","93,000","5,000",under investigation,0,09/10/2020,NA,fire,6843,,,,,,,
17548,17548,department store,44e66eb2,217200,"254,000","51,000","2,000",under investigation,0,26/10/2021,NA,nat cat,3973,,,,,,,
17549,17549,department store,9db8cf12,472700,"97,000","19,000","2,000",settled,470700,14/06/2021,12/09/2021,water damage,1401,,,,,,,
17550,17550,department store,8e95a9f7,285900,"434,000","87,000","2,000",settled,283900,31/07/2020,29/10/2020,water damage,6698,,,,,,,
17551,17551,department store,f68b4d01,433000,"385,000","77,000","5,000",settled,428000,28/08/2023,26/11/2023,nat cat,5741,,,,,,,
17552,17552,department store,3e92cb22,186400,"507,000","101,000","2,000",open,20000,21/03/2020,19/06/2020,theft,7633,,,,,,,
17553,17553,department store,70d7eadb,356000,"365,000","73,000","2,000",settled,354000,24/04/2019,23/07/2019,fire,5336,,,,,,,
17554,17554,department store,74f997be,239300,"488,000","98,000","5,000",settled,234300,01/08/2023,30/10/2023,fire,7329,,,,,,,
17555,17555,department store,b96bd01f,1012400,"381,000","76,000","5,000",settled,1007400,07/09/2019,06/12/2019,fire,5904,,,,,,,
17556,17556,department store,f475adfd,275100,"297,000","59,000","2,000",settled,273100,27/09/2022,26/12/2022,water damage,4565,,,,,,,
17557,17557,department store,d0abed56,286800,"298,000","60,000","5,000",under investigation,0,15/04/2023,NA,fire,4394,,,,,,,
17558,17558,department store,b6440a90,241400,"428,000","86,000","5,000",open,20000,14/05/2019,12/08/2019,theft,6540,,,,,,,
17559,17559,department store,0374df0b,488000,"524,000","105,000","5,000",open,20000,23/06/2022,21/09/2022,theft,7831,,,,,,,
17560,17560,department store,7cf08d3f,972400,"206,000","41,000","5,000",settled,967400,09/02/2019,10/05/2019,fire,2944,,,,,,,
17561,17561,department store,2e59a7d4,708500,"280,000","56,000","2,000",settled,706500,04/12/2023,03/03/2024,fire,4303,,,,,,,
17562,17562,department store,eee1c9c1,315500,"308,000","62,000","2,000",under investigation,0,03/01/2022,NA,nat cat,4697,,,,,,,
17563,17563,department store,3b88facc,189500,"255,000","51,000","2,000",under investigation,0,14/07/2019,NA,nat cat,3974,,,,,,,
17564,17564,department store,f3a6150d,148600,"137,000","27,000","5,000",settled,143600,24/07/2019,22/10/2019,water damage,2214,,,,,,,
17565,17565,department store,9316c66b,420700,5e+05,1e+05,"2,000",settled,418700,04/08/2021,02/11/2021,fire,7332,,,,,,,
17566,17566,department store,7a9b3c29,474300,3e+05,"60,000","5,000",open,20000,31/07/2020,29/10/2020,theft,4413,,,,,,,
17567,17567,department store,b4ee469d,610500,"138,000","28,000","2,000",settled,608500,16/10/2019,14/01/2020,nat cat,2233,,,,,,,
17568,17568,department store,190b7f6d,165400,"175,000","35,000","2,000",settled,163400,02/03/2019,31/05/2019,water damage,2549,,,,,,,
17569,17569,department store,0585cd08,514500,"325,000","65,000","5,000",settled,509500,19/05/2023,17/08/2023,water damage,4910,,,,,,,
17570,17570,department store,a11b82b5,220700,"131,000","26,000","5,000",settled,215700,26/10/2020,24/01/2021,fire,2011,,,,,,,
17571,17571,department store,041ba7a6,573300,"536,000","107,000","2,000",settled,571300,19/03/2019,17/06/2019,nat cat,8158,,,,,,,
17572,17572,department store,be258796,282800,"514,000","103,000","5,000",open,20000,11/09/2022,10/12/2022,theft,7751,,,,,,,
17573,17573,department store,8fd7edf7,1209700,"589,000","118,000","5,000",settled,1204700,09/01/2020,08/04/2020,nat cat,8990,,,,,,,
17574,17574,department store,d562019d,288100,"304,000","61,000","2,000",settled,286100,28/12/2020,28/03/2021,fire,4739,,,,,,,
17575,17575,department store,8b97f482,485500,"340,000","68,000","2,000",settled,483500,09/10/2020,07/01/2021,nat cat,5169,,,,,,,
17576,17576,department store,8c27951e,313700,"313,000","63,000","5,000",settled,308700,13/07/2021,11/10/2021,fire,4611,,,,,,,
17577,17577,department store,dbd49b23,609200,"448,000","90,000","5,000",settled,604200,08/10/2023,06/01/2024,water damage,6689,,,,,,,
17578,17578,department store,4eccf08a,624300,"235,000","47,000","2,000",open,20000,05/07/2023,03/10/2023,theft,3361,,,,,,,
17579,17579,department store,51c7d6fc,307800,"377,000","75,000","2,000",settled,305800,05/03/2020,03/06/2020,fire,5744,,,,,,,
17580,17580,department store,0c1a49ba,687800,"476,000","95,000","2,000",denied,0,28/10/2023,NA,water damage,7296,,,,,,,
17581,17581,department store,7d81da0a,423200,"462,000","92,000","2,000",under investigation,0,03/08/2019,NA,fire,7096,,,,,,,
17582,17582,department store,c3358c4b,437700,"293,000","59,000","5,000",settled,432700,15/03/2021,13/06/2021,nat cat,4594,,,,,,,
17583,17583,department store,e7fe1d7f,337200,4e+05,"80,000","5,000",under investigation,0,03/09/2023,NA,fire,6174,,,,,,,
17584,17584,department store,fe5a35c7,408100,"379,000","76,000","2,000",settled,406100,25/04/2019,24/07/2019,nat cat,5666,,,,,,,
17585,17585,department store,9493d17b,516800,"362,000","72,000","2,000",under investigation,0,05/04/2019,NA,water damage,5510,,,,,,,
17586,17586,department store,73edebe2,810800,"559,000","112,000","5,000",settled,805800,10/09/2020,09/12/2020,fire,8313,,,,,,,
17587,17587,department store,67587177,191900,"331,000","66,000","2,000",settled,189900,15/06/2023,13/09/2023,fire,5052,,,,,,,
17588,17588,department store,d3d5ebc1,744500,"385,000","77,000","2,000",settled,742500,23/11/2019,21/02/2020,fire,5591,,,,,,,
17589,17589,department store,9f6ecf6b,543300,"264,000","53,000","2,000",settled,541300,14/02/2020,14/05/2020,fire,3872,,,,,,,
17590,17590,department store,063713aa,314800,"470,000","94,000","2,000",open,20000,28/01/2021,28/04/2021,theft,7207,,,,,,,
17591,17591,department store,af1b5153,724800,"460,000","92,000","2,000",settled,722800,30/09/2023,29/12/2023,nat cat,6856,,,,,,,
17592,17592,department store,ab3de03b,382700,"389,000","78,000","5,000",settled,377700,26/04/2020,25/07/2020,water damage,5686,,,,,,,
17593,17593,department store,115ee445,470300,"621,000","124,000","2,000",settled,468300,06/08/2022,04/11/2022,fire,9245,,,,,,,
17594,17594,department store,6b19f388,715200,"537,000","107,000","5,000",under investigation,0,06/08/2020,NA,fire,8182,,,,,,,
17595,17595,department store,89ca79d0,424900,3e+05,"60,000","5,000",under investigation,0,11/10/2023,NA,water damage,4450,,,,,,,
17596,17596,department store,10f84bea,397200,"297,000","59,000","2,000",open,20000,23/07/2020,21/10/2020,theft,4501,,,,,,,
17597,17597,department store,ebe4f4f9,544800,"263,000","53,000","2,000",settled,542800,06/05/2023,04/08/2023,nat cat,4143,,,,,,,
17598,17598,department store,3b0548d9,698700,"351,000","70,000","2,000",settled,696700,24/03/2020,22/06/2020,nat cat,5093,,,,,,,
17599,17599,department store,79535724,319900,"630,000","126,000","2,000",settled,317900,05/05/2020,03/08/2020,fire,9395,,,,,,,
17600,17600,department store,c0167a64,250400,"389,000","78,000","5,000",settled,245400,18/01/2022,18/04/2022,fire,5696,,,,,,,
17601,17601,department store,a08003c1,332500,"346,000","69,000","2,000",settled,330500,20/07/2019,18/10/2019,water damage,5345,,,,,,,
17602,17602,department store,e6326d07,353400,"418,000","84,000","5,000",settled,348400,24/01/2022,24/04/2022,fire,6294,,,,,,,
17603,17603,department store,9e3c19f0,576600,"554,000","111,000","5,000",settled,571600,24/08/2022,22/11/2022,fire,8353,,,,,,,
17604,17604,department store,0f85e1ec,233800,"561,000","112,000","2,000",under investigation,0,28/06/2019,NA,water damage,8615,,,,,,,
17605,17605,department store,30fdeb3e,150000,"289,000","58,000","5,000",under investigation,0,29/04/2019,NA,nat cat,4214,,,,,,,
17606,17606,department store,b08e8c8c,399200,"343,000","69,000","2,000",settled,397200,16/11/2022,14/02/2023,water damage,5256,,,,,,,
17607,17607,department store,a9bc1d2a,299900,"359,000","72,000","5,000",settled,294900,23/07/2020,21/10/2020,fire,5385,,,,,,,
17608,17608,department store,981f44b5,661800,"551,000","110,000","2,000",settled,659800,31/10/2019,29/01/2020,fire,8340,,,,,,,
17609,17609,department store,b3d347d8,483600,"479,000","96,000","5,000",under investigation,0,27/01/2019,NA,fire,7019,,,,,,,
17610,17610,department store,af18d54f,302900,"542,000","108,000","5,000",settled,297900,30/11/2020,28/02/2021,nat cat,8049,,,,,,,
17611,17611,department store,cb33858b,375800,"416,000","83,000","5,000",settled,370800,04/03/2020,02/06/2020,fire,6218,,,,,,,
17612,17612,department store,e76d8b23,371700,"413,000","83,000","2,000",settled,369700,06/06/2022,04/09/2022,fire,6081,,,,,,,
17613,17613,department store,a66a51a9,202500,"281,000","56,000","2,000",settled,200500,01/07/2022,29/09/2022,nat cat,4406,,,,,,,
17614,17614,department store,8b7bc3c8,248100,"655,000","131,000","2,000",settled,246100,19/09/2022,18/12/2022,fire,9901,,,,,,,
17615,17615,department store,07a3bd5d,460300,"517,000","103,000","2,000",settled,458300,15/07/2019,13/10/2019,fire,7711,,,,,,,
17616,17616,department store,694e7fcb,657000,"528,000","106,000","2,000",open,20000,26/04/2021,25/07/2021,theft,7784,,,,,,,
17617,17617,department store,4d761529,335200,"231,000","46,000","5,000",settled,330200,03/10/2020,01/01/2021,nat cat,3381,,,,,,,
17618,17618,department store,b1aeff65,472700,"658,000","132,000","2,000",open,20000,02/05/2022,31/07/2022,theft,9801,,,,,,,
17619,17619,department store,0f95dd0d,427900,"256,000","51,000","2,000",under investigation,0,09/01/2021,NA,water damage,3877,,,,,,,
17620,17620,department store,9a28e848,204700,"481,000","96,000","5,000",settled,199700,13/03/2020,11/06/2020,fire,7380,,,,,,,
17621,17621,department store,c32d1e44,319600,"336,000","67,000","2,000",open,20000,31/05/2021,29/08/2021,theft,4843,,,,,,,
